0,216,ok
218,204,ok
422,213,ok
636,203,ok
840,203,ok
1044,202,ok
1247,199,ok
1447,199,ok
1647,202,ok
1850,196,ok
2047,208,ok
2256,219,ok
2476,214,ok
2690,213,ok
2904,207,ok
3111,859,ok
3973,275,ok
4249,292,ok
4542,236,ok
4779,211,ok
4991,212,ok
5204,212,ok
5417,206,ok
5623,213,ok
5837,205,ok
6043,204,ok
6248,212,ok
6461,220,ok
6682,211,ok
6894,203,ok
7098,204,ok
7303,206,ok
7509,202,ok
7712,224,ok
7937,210,ok
8149,203,ok
8352,227,ok
8580,201,ok
8782,204,ok
8987,204,ok
9192,204,ok
9397,212,ok
9610,201,ok
9812,210,ok
10022,199,ok
10222,199,ok
10422,199,ok
10623,204,ok
10827,204,ok
11032,206,ok
11239,202,ok
11442,199,ok
11642,206,ok
11849,492,ok
12343,243,ok
12587,251,ok
12838,210,ok
13049,215,ok
13264,206,ok
13471,200,ok
13672,206,ok
13879,204,ok
14084,208,ok
14293,198,ok
14492,199,ok
14692,206,ok
14899,207,ok
15107,204,ok
15312,199,ok
15512,200,ok
15712,223,ok
15936,212,ok
16149,208,ok
16358,223,ok
16582,215,ok
16797,201,ok
16999,201,ok
17201,204,ok
17407,204,ok
17611,202,ok
17814,203,ok
18018,198,ok
18217,204,ok
18422,199,ok
18622,198,ok
18822,201,ok
19023,209,ok
19234,210,ok
19444,202,ok
19647,199,ok
19847,200,ok
20048,210,ok
20259,210,ok
20469,206,ok
20676,200,ok
20877,198,ok
21076,201,ok
21278,207,ok
21487,199,ok
21686,204,ok
21891,212,ok
22104,209,ok
22314,207,ok
22522,204,ok
22727,203,ok
22931,201,ok
23133,204,ok
23338,203,ok
23542,199,ok
23742,202,ok
23945,201,ok
24146,202,ok
24349,236,ok
24586,205,ok
24793,203,ok
24997,199,ok
25196,201,ok
25398,223,ok
25623,251,ok
25875,220,ok
26096,222,ok
26319,209,ok
26530,209,ok
26739,212,ok
26952,205,ok
27158,215,ok
27374,208,ok
27583,210,ok
27794,301,ok
28097,224,ok
28322,243,ok
28567,243,ok
28810,212,ok
29023,203,ok
29227,199,ok
29427,223,ok
29650,206,ok
29857,199,ok
30057,208,ok
30265,206,ok
30472,201,ok
30674,207,ok
30882,198,ok
31081,210,ok
31292,204,ok
31497,201,ok
31698,226,ok
31925,212,ok
32138,207,ok
32346,224,ok
32571,207,ok
32779,211,ok
32991,200,ok
33192,199,ok
33392,199,ok
33592,200,ok
33793,210,ok
34004,207,ok
34211,199,ok
34411,199,ok
34611,201,ok
34813,204,ok
35017,203,ok
35221,199,ok
35421,206,ok
35628,206,ok
35834,208,ok
36043,207,ok
36251,204,ok
36457,212,ok
36670,204,ok
36875,201,ok
37077,204,ok
37282,199,ok
37481,199,ok
37681,199,ok
37881,200,ok
38082,205,ok
38288,199,ok
38487,198,ok
38686,199,ok
38886,201,ok
39088,210,ok
39299,201,ok
39501,199,ok
39701,247,ok
39949,210,ok
40161,207,ok
40368,207,ok
40577,199,ok
40776,205,ok
40983,211,ok
41195,206,ok
41402,200,ok
41603,203,ok
41807,207,ok
42014,203,ok
42218,207,ok
42427,204,ok
42631,204,ok
42836,201,ok
43038,204,ok
43243,208,ok
43452,289,ok
43742,213,ok
43956,204,ok
44161,206,ok
44368,213,ok
44582,206,ok
44789,201,ok
44991,205,ok
45197,199,ok
45398,208,ok
45606,204,ok
45811,199,ok
46011,199,ok
46211,208,ok
46420,205,ok
46626,205,ok
46831,199,ok
47031,199,ok
47231,208,ok
47440,201,ok
47641,199,ok
47841,203,ok
48045,201,ok
48247,206,ok
48454,206,ok
48661,205,ok
48866,206,ok
49073,202,ok
49276,200,ok
49478,202,ok
49681,228,ok
49910,205,ok
50116,809,ok
50926,229,ok
51156,205,ok
51362,210,ok
51573,203,ok
51777,215,ok
51992,216,ok
52210,205,ok
52415,215,ok
52632,207,ok
52840,210,ok
53050,212,ok
53263,207,ok
53471,210,ok
53683,211,ok
53895,209,ok
54105,204,ok
54309,205,ok
54515,206,ok
54721,215,ok
54937,214,ok
55152,224,ok
55377,207,ok
55585,205,ok
55791,217,ok
56009,211,ok
56221,204,ok
56425,209,ok
56635,207,ok
56843,206,ok
57051,213,ok
57265,204,ok
57470,212,ok
57683,208,ok
57892,207,ok
58099,209,ok
58309,204,ok
58515,211,ok
58727,208,ok
58936,204,ok
59141,208,ok
59349,204,ok
59554,204,ok
59759,209,ok
59969,205,ok
60175,212,ok
60388,212,ok
60600,203,ok
60804,206,ok
61011,209,ok
61220,212,ok
61433,206,ok
61640,204,ok
61845,210,ok
62056,203,ok
62259,209,ok
62469,204,ok
62674,204,ok
62879,213,ok
63093,207,ok
63301,213,ok
63515,206,ok
63721,215,ok
63937,212,ok
64150,200,ok
64351,233,ok
64585,208,ok
64794,200,ok
64995,201,ok
65197,202,ok
65400,204,ok
65606,206,ok
65813,202,ok
66015,201,ok
66217,203,ok
66421,204,ok
66625,208,ok
66834,1194,ok
68030,278,ok
68309,231,ok
68542,230,ok
68773,231,ok
69005,230,ok
69235,213,ok
69450,218,ok
69668,212,ok
69881,208,ok
70090,204,ok
70295,198,ok
70494,214,ok
70709,198,ok
70908,189,ok
71097,189,ok
71287,195,ok
71483,188,ok
71672,194,ok
71867,218,ok
72085,201,ok
72287,237,ok
72526,197,ok
72723,193,ok
72917,194,ok
73112,194,ok
73307,190,ok
73498,189,ok
73688,193,ok
73882,189,ok
74072,189,ok
74262,194,ok
74457,197,ok
74655,192,ok
74848,194,ok
75042,189,ok
75232,189,ok
75422,193,ok
75615,198,ok
75815,203,ok
76019,196,ok
76215,194,ok
76410,200,ok
76611,191,ok
76803,199,ok
77002,243,ok
77246,197,ok
77444,190,ok
77635,204,ok
77840,194,ok
78035,199,ok
78235,198,ok
78434,193,ok
78628,191,ok
78820,195,ok
79016,199,ok
79216,200,ok
79417,192,ok
79610,200,ok
79811,197,ok
80008,193,ok
80202,196,ok
80399,192,ok
80591,191,ok
80783,194,ok
80977,188,ok
81167,194,ok
81361,189,ok
81551,189,ok
81741,194,ok
81936,196,ok
82132,193,ok
82326,194,ok
82521,449,ok
82971,208,ok
83179,194,ok
83374,188,ok
83563,194,ok
83757,193,ok
83951,190,ok
84142,189,ok
84332,189,ok
84522,192,ok
84714,187,ok
84902,185,ok
85088,188,ok
85277,189,ok
85467,187,ok
85654,182,ok
85837,184,ok
86022,190,ok
86213,184,ok
86398,189,ok
86587,189,ok
86777,184,ok
86962,187,ok
87150,182,ok
87332,189,ok
87522,189,ok
87712,186,ok
87899,184,ok
88084,183,ok
88267,185,ok
88453,227,ok
88681,195,ok
88877,195,ok
89073,190,ok
89263,188,ok
89452,196,ok
89649,193,ok
89842,194,ok
90037,194,ok
90232,190,ok
90422,196,ok
90619,192,ok
90811,189,ok
91002,194,ok
91197,190,ok
91387,189,ok
91577,194,ok
91772,192,ok
91965,186,ok
92151,188,ok
92340,204,ok
92544,194,ok
92739,194,ok
92934,192,ok
93126,187,ok
93314,190,ok
93505,188,ok
93694,190,ok
93884,190,ok
94074,184,ok
94259,185,ok
94445,190,ok
94636,187,ok
94824,189,ok
95014,159,ok
95174,159,ok
95334,162,ok
95498,161,ok
95659,159,ok
95819,164,ok
95983,163,ok
96147,165,ok
96313,163,ok
96477,165,ok
96643,165,ok
96809,163,ok
96972,164,ok
97137,164,ok
97302,159,ok
97462,167,ok
97630,156,ok
97786,165,ok
97952,164,ok
98117,164,ok
98281,165,ok
98448,156,ok
98604,155,ok
98760,159,ok
98920,159,ok
99079,159,ok
99239,159,ok
99398,155,ok
99554,162,ok
99717,178,ok
99895,162,ok
100058,163,ok
100222,159,ok
100381,164,ok
100546,159,ok
100706,165,ok
100872,165,ok
101038,163,ok
101202,164,ok
101366,164,ok
101531,165,ok
101696,167,ok
101864,161,ok
102026,164,ok
102191,164,ok
102356,164,ok
102521,159,ok
102681,165,ok
102847,158,ok
103006,160,ok
103167,158,ok
103326,160,ok
103487,159,ok
103647,159,ok
103806,164,ok
103971,159,ok
104131,159,ok
104291,164,ok
104456,164,ok
104621,165,ok
104786,160,ok
104947,163,ok
105111,160,ok
105272,163,ok
105436,159,ok
105596,164,ok
105761,159,ok
105921,168,ok
106090,156,ok
106246,164,ok
106411,164,ok
106576,164,ok
106741,164,ok
106906,165,ok
107072,164,ok
107236,165,ok
107402,164,ok
107566,159,ok
107726,167,ok
107894,157,ok
108052,167,ok
108219,161,ok
108381,164,ok
108546,164,ok
108711,164,ok
108876,160,ok
109036,165,ok
109202,158,ok
109361,167,ok
109529,162,ok
109692,163,ok
109856,164,ok
110021,160,ok
110182,166,ok
110349,161,ok
110511,164,ok
110676,165,ok
110841,164,ok
111006,165,ok
111172,159,ok
111332,158,ok
111491,166,ok
111658,163,ok
111821,166,ok
111988,160,ok
112149,161,ok
112310,165,ok
112476,162,ok
112638,159,ok
112798,159,ok
112958,159,ok
113118,154,ok
113273,160,ok
113434,153,ok
113588,160,ok
113749,159,ok
113908,154,ok
114063,159,ok
114223,160,ok
114384,160,ok
114545,162,ok
114708,160,ok
114869,159,ok
115029,154,ok
115183,159,ok
115343,158,ok
115502,163,ok
115666,168,ok
115835,165,ok
116001,166,ok
116168,170,ok
116339,165,ok
116505,170,ok
116676,165,ok
116842,159,ok
117001,164,ok
117166,164,ok
117331,164,ok
117496,165,ok
117661,164,ok
117826,168,ok
117995,165,ok
118161,164,ok
118326,164,ok
118491,162,ok
118653,161,ok
118815,165,ok
118980,164,ok
119145,164,ok
119310,165,ok
119476,164,ok
119642,163,ok
119805,165,ok
119971,166,ok
120138,162,ok
120301,164,ok
120466,164,ok
120631,165,ok
120797,166,ok
120963,162,ok
121126,164,ok
121291,164,ok
121456,164,ok
121620,165,ok
121787,159,ok
121947,163,ok
122111,166,ok
122277,163,ok
122441,164,ok
122606,165,ok
122772,163,ok
122936,167,ok
123103,162,ok
123266,164,ok
123431,165,ok
123596,164,ok
123761,167,ok
123929,161,ok
124091,164,ok
124256,166,ok
124423,163,ok
124586,164,ok
124751,165,ok
124917,163,ok
125081,166,ok
125248,162,ok
125411,164,ok
125575,164,ok
125741,165,ok
125906,163,ok
126071,164,ok
126236,164,ok
126401,166,ok
126567,158,ok
126725,159,ok
126885,166,ok
127052,163,ok
127216,167,ok
127383,157,ok
127541,164,ok
127706,181,ok
127888,164,ok
128052,158,ok
128211,164,ok
128376,174,ok
128551,166,ok
128717,163,ok
128881,165,ok
129046,163,ok
129211,160,ok
129371,167,ok
129539,164,ok
129703,162,ok
129866,164,ok
130030,165,ok
130196,163,ok
130360,164,ok
